customer_id,recency,frequency,monetary,RF_SCORE,RFM_SCORE,segment
92a334ee-58f2-11eb-9e65-000d3a38a36f,110.0,2.0,214.86,31,311,about_to_sleep
12f0df54-accc-11e9-a2fc-000d3a38a36f,41.0,2.0,746.94,41,414,promising
a0133918-1d60-11ea-a490-000d3a38a36f,238.0,4.0,201.69,13,131,at_Risk
5366d676-5403-11eb-9e65-000d3a38a36f,8.0,2.0,654.89,51,513,new_customers
07ddfcfe-2590-11ea-b1c8-000d3a38a36f,24.0,8.0,600.65,55,553,champions
b4e68f92-a534-11e9-a2fc-000d3a38a36f,125.0,7.0,737.1,34,344,loyal_customers
fa4d1ac8-abd9-11e9-a2fc-000d3a38a36f,194.0,4.0,450.96000000000004,23,232,at_Risk
6ece7c1c-4594-11ea-acaf-000d3a38a36f,42.0,3.0,280.76,42,421,potential_loyalists
15fa60d6-9eb1-11e9-9897-000d3a38a36f,119.0,4.0,364.04,33,332,need_attention
83c57128-1eea-11ea-81ff-000d3a38a36f,8.0,7.0,1055.37,54,545,champions
bb548d60-abb6-11e9-a2fc-000d3a38a36f,161.0,2.0,211.95999999999998,21,211,hibernating
9e060288-2eed-11ea-8467-000d3a38a36f,190.0,4.0,384.90999999999997,23,232,at_Risk
444de882-b067-11e9-9757-000d3a38a36f,34.0,9.0,694.87,45,454,loyal_customers
89cbf714-a6d0-11e9-a2fc-000d3a38a36f,34.0,6.0,710.89,44,444,loyal_customers
3af86bfe-5459-11ea-b1db-000d3a38a36f,257.0,4.0,1451.55,13,135,at_Risk
9c5d4960-5bd8-11ea-9ccc-000d3a38a36f,319.0,5.0,524.36,14,143,at_Risk
6fcc04d0-3050-11ea-bb28-000d3a38a36f,225.0,6.0,805.4000000000001,24,244,at_Risk
eb648a26-a56e-11e9-a2fc-000d3a38a36f,7.0,10.0,2038.65,55,555,champions
8423eda8-ae37-11e9-a2fc-000d3a38a36f,12.0,5.0,1281.3600000000001,54,545,champions
af94d3c0-b199-11e9-89fa-000d3a38a36f,24.0,2.0,201.3,51,511,new_customers
7d58deb6-62fa-11ea-a6dc-000d3a38a36f,190.0,8.0,1371.45,25,255,cant_loose
45beaf52-add9-11e9-a2fc-000d3a38a36f,29.0,7.0,790.87,54,544,champions
56ddd00a-aff6-11e9-9757-000d3a38a36f,92.0,2.0,273.85,31,311,about_to_sleep
a5fc6ee6-a257-11e9-a2fc-000d3a38a36f,263.0,3.0,700.78,12,124,hibernating
b4f0a6e6-ae60-11e9-a2fc-000d3a38a36f,6.0,13.0,1633.45,55,555,champions
af28d808-9750-11ea-a9c8-000d3a38a36f,160.0,3.0,550.38,22,223,hibernating
6d57890e-9f67-11eb-9c47-000d3a38a36f,43.0,2.0,283.23,41,411,promising
7bb4c782-a450-11e9-a2fc-000d3a38a36f,78.0,13.0,1136.8,45,455,loyal_customers
4a1ecbbc-5271-11ea-956d-000d3a38a36f,195.0,4.0,444.95000000000005,23,232,at_Risk
d8f47744-a595-11e9-a2fc-000d3a38a36f,47.0,10.0,1461.75,45,455,loyal_customers
2c5e69e8-ae6b-11e9-a2fc-000d3a38a36f,63.0,9.0,1512.39,45,455,loyal_customers
0efc89ac-9f16-11e9-9897-000d3a38a36f,99.0,5.0,846.35,34,344,loyal_customers
8c92d204-1eb4-11ea-aa32-000d3a38a36f,314.0,6.0,654.6,14,143,at_Risk
bfc40df8-3068-11ea-bb28-000d3a38a36f,259.0,4.0,321.95,13,132,at_Risk
de493b6c-a35b-11e9-a2fc-000d3a38a36f,198.0,2.0,229.98000000000002,21,211,hibernating
808005da-a511-11e9-a2fc-000d3a38a36f,215.0,8.0,1298.84,25,255,cant_loose
cae701dc-d621-11e9-93bc-000d3a38a36f,74.0,2.0,139.98,41,411,promising
acff824a-1dc3-11ea-8bf2-000d3a38a36f,185.0,6.0,579.94,24,243,at_Risk
4e24ed86-9e9e-11e9-9897-000d3a38a36f,4.0,4.0,515.9399999999999,53,533,potential_loyalists
bac9d616-a837-11e9-a2fc-000d3a38a36f,187.0,3.0,667.97,22,224,hibernating
4e18b218-5650-11ea-b9b9-000d3a38a36f,189.0,5.0,591.12,24,243,at_Risk
5261c16e-9c93-11ea-a27a-000d3a38a36f,336.0,2.0,556.46,11,113,hibernating
20a9824c-ab17-11e9-a2fc-000d3a38a36f,99.0,4.0,631.68,33,333,need_attention
9c328802-a6ce-11e9-a2fc-000d3a38a36f,53.0,3.0,845.77,42,424,potential_loyalists
b74c85fa-43a0-11eb-806e-000d3a38a36f,90.0,10.0,899.8399999999999,35,354,loyal_customers
72b33428-f9a1-11ea-9564-000d3a38a36f,159.0,3.0,689.62,22,224,hibernating
f9adaeba-bbb5-11ea-a0c9-000d3a38a36f,56.0,5.0,535.3800000000001,44,443,loyal_customers
8b607a4a-abae-11e9-a2fc-000d3a38a36f,161.0,5.0,629.9300000000001,24,243,at_Risk
861090c6-a923-11e9-a2fc-000d3a38a36f,139.0,2.0,1078.99,31,315,about_to_sleep
41272966-a0cc-11e9-a2fc-000d3a38a36f,42.0,2.0,479.19,41,413,promising
bd2305fe-6051-11ea-8dd8-000d3a38a36f,104.0,2.0,387.86,31,312,about_to_sleep
fdb7846a-319d-11ea-9c9f-000d3a38a36f,354.0,2.0,464.88,11,113,hibernating
5bc87a7c-9de8-11e9-9897-000d3a38a36f,253.0,7.0,797.3199999999999,14,144,at_Risk
804e7e88-18fd-11ea-9213-000d3a38a36f,11.0,10.0,1508.71,55,555,champions
215ed4a8-a595-11e9-a2fc-000d3a38a36f,36.0,3.0,511.79,42,423,potential_loyalists
36c7a90a-a0f9-11e9-a2fc-000d3a38a36f,15.0,6.0,1517.55,54,545,champions
63695372-a1c7-11e9-a2fc-000d3a38a36f,8.0,4.0,484.37,53,533,potential_loyalists
1f65610c-526b-11ea-956d-000d3a38a36f,111.0,4.0,889.37,33,334,need_attention
c9c3e8aa-9aa8-11ea-9fd8-000d3a38a36f,110.0,2.0,232.48,31,311,about_to_sleep
552c4978-ace8-11e9-a2fc-000d3a38a36f,184.0,3.0,565.4399999999999,22,223,hibernating
ef770b48-e155-11e9-957d-000d3a38a36f,316.0,5.0,394.95,14,142,at_Risk
88667a54-1311-11ea-a001-000d3a38a36f,82.0,5.0,600.7,44,443,loyal_customers
c51201f2-1155-11ea-8872-000d3a38a36f,72.0,5.0,549.91,44,443,loyal_customers
a7ab666a-ae60-11e9-a2fc-000d3a38a36f,64.0,3.0,1055.89,42,425,potential_loyalists
b050a646-2254-11ea-8523-000d3a38a36f,48.0,5.0,926.85,44,444,loyal_customers
7fcbeba8-a8a0-11e9-a2fc-000d3a38a36f,271.0,4.0,259.96,13,131,at_Risk
f318a3de-ad06-11e9-a2fc-000d3a38a36f,292.0,2.0,120.72999999999999,11,111,hibernating
9b6eb67e-75e6-11ea-b23f-000d3a38a36f,65.0,3.0,408.45000000000005,42,422,potential_loyalists
575164ec-a417-11e9-a2fc-000d3a38a36f,9.0,4.0,657.22,53,533,potential_loyalists
32756a80-b022-11e9-9757-000d3a38a36f,203.0,2.0,154.94,21,211,hibernating
71976318-2aa0-11eb-b280-000d3a38a36f,133.0,3.0,369.94,32,322,about_to_sleep
9c6ce7b0-5bee-11ea-bfa9-000d3a38a36f,141.0,9.0,899.98,35,354,loyal_customers
16aebb98-d63e-11e9-93bc-000d3a38a36f,19.0,3.0,468.96000000000004,52,523,potential_loyalists
1f8c68a2-c565-11ea-9dde-000d3a38a36f,210.0,2.0,339.49,21,212,hibernating
ae557c64-5b29-11ea-b304-000d3a38a36f,361.0,3.0,717.9300000000001,12,124,hibernating
b0708360-9768-11ea-a9c8-000d3a38a36f,256.0,4.0,528.6300000000001,13,133,at_Risk
5952b580-5b3b-11ea-8569-000d3a38a36f,8.0,3.0,300.45000000000005,52,521,potential_loyalists
83ae5204-ff19-11e9-a5e8-000d3a38a36f,6.0,3.0,420.44,52,522,potential_loyalists
6817921c-a96a-11e9-a2fc-000d3a38a36f,11.0,8.0,441.92999999999995,55,552,champions
09893098-221e-11ea-8523-000d3a38a36f,27.0,4.0,480.96,53,533,potential_loyalists
37753730-9b69-11ea-a27a-000d3a38a36f,89.0,8.0,2147.96,35,355,loyal_customers
6f11ab30-a932-11e9-a2fc-000d3a38a36f,243.0,4.0,550.71,13,133,at_Risk
8d58d24a-a792-11e9-a2fc-000d3a38a36f,95.0,2.0,618.6700000000001,31,313,about_to_sleep
8c62a1a0-00c4-11ea-a5e8-000d3a38a36f,174.0,3.0,853.8,22,224,hibernating
e3506ca0-a218-11e9-a2fc-000d3a38a36f,42.0,7.0,953.3100000000001,44,444,loyal_customers
b6305fbe-5b4f-11ea-bb88-000d3a38a36f,296.0,5.0,863.24,14,144,at_Risk
d3fea560-aced-11ea-b736-000d3a38a36f,133.0,3.0,326.85,32,322,about_to_sleep
b5a2eea6-e74e-11e9-8bb8-000d3a38a36f,289.0,2.0,564.78,11,113,hibernating
45efeeb0-5b2a-11ea-bae8-000d3a38a36f,140.0,3.0,369.88,32,322,about_to_sleep
5bfa131c-ada5-11e9-a2fc-000d3a38a36f,346.0,3.0,318.46,12,122,hibernating
e637e170-aea0-11e9-a2fc-000d3a38a36f,77.0,4.0,305.75,43,432,potential_loyalists
90e0b158-2b54-11ea-9d27-000d3a38a36f,228.0,8.0,2254.4399999999996,25,255,cant_loose
ecabc266-a7f6-11e9-a2fc-000d3a38a36f,308.0,2.0,109.97999999999999,11,111,hibernating
0117c094-63e8-11ea-a6dc-000d3a38a36f,249.0,2.0,339.49,11,112,hibernating
35f216d0-5bef-11ea-a0d1-000d3a38a36f,44.0,3.0,414.31,42,422,potential_loyalists
eb9baf18-a368-11e9-a2fc-000d3a38a36f,327.0,2.0,209.98,11,111,hibernating
0c911658-1ceb-11ea-a490-000d3a38a36f,15.0,4.0,762.58,53,534,potential_loyalists
2b632570-4195-11ea-96d9-000d3a38a36f,58.0,3.0,394.94,42,422,potential_loyalists
46097e88-1cb5-11ea-a490-000d3a38a36f,133.0,2.0,425.98,31,312,about_to_sleep
f4f890ba-8627-11ea-be76-000d3a38a36f,138.0,4.0,834.96,33,334,need_attention
c88819fa-d0fb-11ea-8b59-000d3a38a36f,301.0,2.0,359.97,11,112,hibernating
3d707d74-d667-11e9-93bc-000d3a38a36f,72.0,5.0,684.94,44,444,loyal_customers
b8ddf1a2-5b0b-11ea-bffe-000d3a38a36f,36.0,2.0,259.13,41,411,promising
5c116b1a-5341-11ea-acd3-000d3a38a36f,162.0,3.0,245.70999999999998,22,221,hibernating
aa572c64-5efa-11ea-be5b-000d3a38a36f,289.0,5.0,1111.94,14,145,at_Risk
5307c13a-f4e7-11e9-9346-000d3a38a36f,116.0,2.0,338.99,31,312,about_to_sleep
a28e246a-5daf-11eb-8dbd-000d3a38a36f,34.0,8.0,2037.51,45,455,loyal_customers
fef57ffa-aae6-11e9-a2fc-000d3a38a36f,20.0,37.0,12726.1,55,555,champions
de6b47a4-a065-11ea-9d0a-000d3a38a36f,10.0,8.0,1302.9,55,555,champions
97abdc4a-a5d2-11e9-a2fc-000d3a38a36f,63.0,5.0,449.96000000000004,44,442,loyal_customers
9613613c-c9d0-11ea-a31e-000d3a38a36f,2.0,2.0,490.97,51,513,new_customers
c6b217b6-dfcf-11e9-957d-000d3a38a36f,8.0,3.0,451.90999999999997,52,522,potential_loyalists
ab52332e-a1af-11e9-a2fc-000d3a38a36f,105.0,3.0,290.95,32,321,about_to_sleep
267f4a64-5b4b-11ea-a909-000d3a38a36f,82.0,2.0,194.98000000000002,41,411,promising
c25f2eea-265d-11ea-b9a0-000d3a38a36f,168.0,2.0,300.88,21,211,hibernating
a076af30-aacd-11e9-a2fc-000d3a38a36f,109.0,2.0,439.87,31,312,about_to_sleep
da229068-653b-11ea-bac7-000d3a38a36f,43.0,4.0,531.84,43,433,potential_loyalists
a9f02aa8-5be6-11ea-8bd2-000d3a38a36f,13.0,5.0,590.94,54,543,champions
75aea3d4-a8fb-11ea-8479-000d3a38a36f,110.0,3.0,224.95,32,321,about_to_sleep
737ef46a-18eb-11ea-9213-000d3a38a36f,177.0,3.0,402.85,22,222,hibernating
54df998e-5274-11ea-956d-000d3a38a36f,60.0,6.0,647.67,44,443,loyal_customers
06ea4252-5b56-11ea-b15d-000d3a38a36f,186.0,2.0,273.46999999999997,21,211,hibernating
23c40308-9ea1-11e9-9897-000d3a38a36f,9.0,7.0,827.36,54,544,champions
6e928d60-a3c3-11e9-a2fc-000d3a38a36f,160.0,5.0,378.40999999999997,24,242,at_Risk
9108204a-1c62-11ea-a490-000d3a38a36f,17.0,6.0,1711.8600000000001,54,545,champions
a0f994ea-9d15-11eb-9c47-000d3a38a36f,13.0,3.0,602.47,52,523,potential_loyalists
19286990-2054-11ea-87bf-000d3a38a36f,110.0,5.0,628.81,34,343,loyal_customers
d285739a-a3b5-11e9-a2fc-000d3a38a36f,147.0,5.0,1016.83,24,244,at_Risk
4bb06236-9eea-11ea-80cd-000d3a38a36f,42.0,9.0,1081.4,45,455,loyal_customers
8221ba3c-7eeb-11ea-80af-000d3a38a36f,34.0,4.0,830.94,43,434,potential_loyalists
e6494e3a-5baf-11ea-9f92-000d3a38a36f,201.0,5.0,808.9200000000001,24,244,at_Risk
fac3db2c-9d1f-11e9-9897-000d3a38a36f,351.0,13.0,1322.01,15,155,cant_loose
7c088fe8-f29d-11e9-9346-000d3a38a36f,40.0,6.0,949.9200000000001,44,444,loyal_customers
6561d954-1a69-11ea-941b-000d3a38a36f,167.0,3.0,820.8800000000001,22,224,hibernating
ce4dc94e-af68-11e9-a2fc-000d3a38a36f,327.0,4.0,317.15999999999997,13,132,at_Risk
aa396692-9ddb-11e9-9897-000d3a38a36f,67.0,4.0,617.9200000000001,43,433,potential_loyalists
ec3a1cd4-a511-11e9-a2fc-000d3a38a36f,236.0,5.0,753.95,14,144,at_Risk
9f434f28-744a-11ea-92d0-000d3a38a36f,69.0,2.0,162.97,41,411,promising
04ad6d4e-2819-11eb-8a9b-000d3a38a36f,142.0,7.0,1531.68,34,345,loyal_customers
254ff53e-1335-11ea-a001-000d3a38a36f,226.0,4.0,1329.79,23,235,at_Risk
047f33ca-4ddb-11ea-9655-000d3a38a36f,211.0,5.0,680.69,24,244,at_Risk
04f12e56-b206-11e9-89fa-000d3a38a36f,180.0,21.0,3364.53,25,255,cant_loose
409e63de-5bc9-11ea-82af-000d3a38a36f,14.0,13.0,1549.9,55,555,champions
643d4ac2-fd63-11e9-a5e8-000d3a38a36f,72.0,3.0,317.87,42,422,potential_loyalists
efa4b4f6-879c-11ea-ace9-000d3a38a36f,109.0,2.0,441.97,31,312,about_to_sleep
abb2fb2e-6d2c-11eb-99c4-000d3a38a36f,37.0,2.0,217.85000000000002,41,411,promising
3571aafe-6cf2-11ea-b576-000d3a38a36f,200.0,4.0,612.65,23,233,at_Risk
648eeb1a-983c-11ea-9d91-000d3a38a36f,260.0,3.0,498.89,12,123,hibernating
4a2035fc-edf3-11e9-9346-000d3a38a36f,78.0,2.0,273.98,41,411,promising
23151ace-1dfc-11eb-8d74-000d3a38a36f,122.0,2.0,582.9000000000001,31,313,about_to_sleep
33be441a-b11d-11e9-9757-000d3a38a36f,12.0,8.0,1252.8899999999999,55,555,champions
78cb634e-74b2-11eb-92cb-000d3a38a36f,68.0,3.0,326.47,42,422,potential_loyalists
26fef404-aae2-11e9-a2fc-000d3a38a36f,4.0,3.0,439.46000000000004,52,522,potential_loyalists
1539af04-a324-11e9-a2fc-000d3a38a36f,237.0,3.0,424.95,12,122,hibernating
6558393e-cf4b-11ea-a8f0-000d3a38a36f,152.0,3.0,857.39,22,224,hibernating
332aca5c-ab94-11e9-a2fc-000d3a38a36f,137.0,3.0,315.93,32,322,about_to_sleep
27c7b92c-5bed-11ea-90c0-000d3a38a36f,48.0,3.0,600.8499999999999,42,423,potential_loyalists
a3627b1e-1383-11eb-8ffc-000d3a38a36f,11.0,3.0,403.4,52,522,potential_loyalists
f068ab7c-3990-11ea-85d6-000d3a38a36f,252.0,2.0,284.96999999999997,11,111,hibernating
d6c5f112-9f07-11e9-9897-000d3a38a36f,328.0,6.0,790.4,14,144,at_Risk
0ec13106-5bb1-11ea-a359-000d3a38a36f,7.0,6.0,1010.51,54,544,champions
e0e663f6-a160-11e9-a2fc-000d3a38a36f,214.0,5.0,1469.34,24,245,at_Risk
14953d3e-2d80-11ea-9ae7-000d3a38a36f,9.0,2.0,143.98,51,511,new_customers
d8985be0-ad8c-11e9-a2fc-000d3a38a36f,320.0,3.0,247.45999999999998,12,121,hibernating
7c6ee6da-e531-11ea-b769-000d3a38a36f,282.0,2.0,300.48,11,111,hibernating
ce31bff6-a0ea-11e9-a2fc-000d3a38a36f,131.0,6.0,613.93,34,343,loyal_customers
44cb68d2-5eec-11ea-be5b-000d3a38a36f,11.0,2.0,155.97,51,511,new_customers
0f63f6c0-a1bc-11e9-a2fc-000d3a38a36f,109.0,3.0,302.96,32,322,about_to_sleep
211a6fc8-bd60-11ea-aa61-000d3a38a36f,53.0,2.0,455.98,41,413,promising
9273e2c2-1f6c-11ea-87bf-000d3a38a36f,129.0,2.0,184.57999999999998,31,311,about_to_sleep
38cfebd8-3ebd-11ea-b794-000d3a38a36f,147.0,7.0,1469.09,24,245,at_Risk
0f890e44-7f31-11ea-80af-000d3a38a36f,190.0,3.0,321.94,22,222,hibernating
5622c098-a179-11e9-a2fc-000d3a38a36f,140.0,11.0,1131.24,35,355,loyal_customers
ae2db226-137e-11ea-a001-000d3a38a36f,110.0,6.0,690.89,34,344,loyal_customers
2749330a-ff21-11e9-a5e8-000d3a38a36f,27.0,8.0,849.3199999999999,55,554,champions
399d42c2-1a37-11ea-941b-000d3a38a36f,7.0,3.0,617.3900000000001,52,523,potential_loyalists
2d01412c-d6e8-11e9-93bc-000d3a38a36f,104.0,3.0,430.37,32,322,about_to_sleep
df00405e-5270-11ea-956d-000d3a38a36f,28.0,3.0,478.45,52,523,potential_loyalists
5183aa32-4f4f-11ea-99ba-000d3a38a36f,31.0,4.0,506.44,53,533,potential_loyalists
175699e0-2ac0-11ea-b3a7-000d3a38a36f,155.0,7.0,1413.39,24,245,at_Risk
6b2d1e68-2d95-11ea-8e71-000d3a38a36f,366.0,2.0,185.98,11,111,hibernating
ce48d558-22d4-11ea-8523-000d3a38a36f,131.0,2.0,234.97000000000003,31,311,about_to_sleep
e6828b04-1fc4-11ea-87bf-000d3a38a36f,162.0,4.0,569.96,23,233,at_Risk
07c2e300-a841-11e9-a2fc-000d3a38a36f,275.0,3.0,385.47,12,122,hibernating
d1f20680-a574-11e9-a2fc-000d3a38a36f,161.0,4.0,301.77,23,231,at_Risk
9856d854-b592-11ea-a78c-000d3a38a36f,337.0,2.0,310.93,11,112,hibernating
5f0fa9f8-532d-11ea-acd3-000d3a38a36f,343.0,2.0,239.97000000000003,11,111,hibernating
eb1b30a8-a530-11e9-a2fc-000d3a38a36f,353.0,7.0,398.68,14,142,at_Risk
a30b93f8-a4fd-11e9-a2fc-000d3a38a36f,145.0,6.0,716.9300000000001,34,344,loyal_customers
b544aaf8-a3ab-11e9-a2fc-000d3a38a36f,47.0,3.0,505.92,42,423,potential_loyalists
b1f63c54-d691-11e9-93bc-000d3a38a36f,183.0,2.0,195.92000000000002,21,211,hibernating
7cefecc8-27b6-11ea-aaaa-000d3a38a36f,206.0,7.0,907.87,24,244,at_Risk
0b67c74c-2b76-11ea-9d27-000d3a38a36f,99.0,3.0,295.19,32,321,about_to_sleep
75cbc976-a435-11e9-a2fc-000d3a38a36f,156.0,3.0,659.14,22,223,hibernating
96b37d2e-aad8-11e9-a2fc-000d3a38a36f,212.0,2.0,244.97,21,211,hibernating
06b6eb2c-7376-11ea-92d0-000d3a38a36f,24.0,7.0,1031.92,54,545,champions
4c9c9cbc-ae42-11e9-a2fc-000d3a38a36f,6.0,12.0,2692.23,55,555,champions
4bd60b50-195f-11ea-b6a2-000d3a38a36f,62.0,7.0,970.25,44,444,loyal_customers
71579c58-b0d3-11e9-9757-000d3a38a36f,3.0,12.0,2193.81,55,555,champions
77c4e132-ae52-11e9-a2fc-000d3a38a36f,113.0,3.0,450.95000000000005,32,322,about_to_sleep
cfdf1d42-9fac-11e9-a2fc-000d3a38a36f,109.0,2.0,209.89000000000001,31,311,about_to_sleep
56acd888-d684-11e9-93bc-000d3a38a36f,6.0,4.0,694.63,53,534,potential_loyalists
04241874-a9b6-11e9-a2fc-000d3a38a36f,112.0,7.0,1307.84,34,345,loyal_customers
71afbad8-ff01-11e9-a5e8-000d3a38a36f,75.0,2.0,758.79,41,414,promising
1edf421c-e2e9-11e9-ad00-000d3a38a36f,165.0,4.0,579.9300000000001,23,233,at_Risk
d5aa30a2-5b9c-11ea-a9cd-000d3a38a36f,30.0,4.0,713.1800000000001,53,534,potential_loyalists
7aff7b54-abc4-11e9-a2fc-000d3a38a36f,331.0,7.0,650.91,14,143,at_Risk
a4659e1c-24d5-11ea-bf27-000d3a38a36f,143.0,3.0,589.96,32,323,about_to_sleep
cbcb985c-017c-11ea-a5e8-000d3a38a36f,145.0,3.0,540.9399999999999,32,323,about_to_sleep
a04dd5b8-ac9b-11e9-a2fc-000d3a38a36f,20.0,10.0,1028.26,55,555,champions
d14e3c7e-b04d-11e9-9757-000d3a38a36f,185.0,6.0,722.5799999999999,24,244,at_Risk
ece891e6-5f3e-11ea-be5b-000d3a38a36f,354.0,4.0,501.44,13,133,at_Risk
fad3ef8a-a5d5-11e9-a2fc-000d3a38a36f,129.0,3.0,212.95999999999998,32,321,about_to_sleep
4b60fb80-249a-11ea-bf27-000d3a38a36f,33.0,4.0,331.95,53,532,potential_loyalists
756ae0c2-d705-11e9-93bc-000d3a38a36f,27.0,3.0,395.95000000000005,52,522,potential_loyalists
66f9273e-a80b-11e9-a2fc-000d3a38a36f,6.0,13.0,1671.7199999999998,55,555,champions
b919413a-6087-11eb-9b71-000d3a38a36f,9.0,2.0,288.95,51,511,new_customers
fca6174c-aad1-11e9-a2fc-000d3a38a36f,43.0,6.0,690.3,44,444,loyal_customers
